Table,NAME,FMTName,Type,Value,Label,FLAT,METRO
AHS2017_M,NATVTY8,NATVTY,C,436,Morocco,NO,YES
AHS2017_M,NATVTY8,NATVTY,C,440,Nigeria,NO,YES
AHS2017_M,NATVTY8,NATVTY,C,444,Senegal,NO,YES
AHS2017_M,NATVTY8,NATVTY,C,447,Sierra Leone,NO,YES
AHS2017_M,NATVTY8,NATVTY,C,448,Somalia,NO,YES
AHS2017_M,NATVTY8,NATVTY,C,449,South Africa,NO,YES
AHS2017_M,NATVTY8,NATVTY,C,451,Sudan,NO,YES
AHS2017_M,NATVTY8,NATVTY,C,453,Tanzania,NO,YES
AHS2017_M,NATVTY8,NATVTY,C,454,Togo,NO,YES
AHS2017_M,NATVTY8,NATVTY,C,457,Uganda,NO,YES
AHS2017_M,NATVTY8,NATVTY,C,459,Zaire,NO,YES
AHS2017_M,NATVTY8,NATVTY,C,460,Zambia,NO,YES
AHS2017_M,NATVTY8,NATVTY,C,461,Zimbabwe,NO,YES
AHS2017_M,NATVTY8,NATVTY,C,462,"Africa, not specified",NO,YES
AHS2017_M,NATVTY8,NATVTY,C,501,Australia,NO,YES
AHS2017_M,NATVTY8,NATVTY,C,508,Fiji,NO,YES
AHS2017_M,NATVTY8,NATVTY,C,511,Marshall Islands,NO,YES
AHS2017_M,NATVTY8,NATVTY,C,512,Micronesia,NO,YES
AHS2017_M,NATVTY8,NATVTY,C,515,New Zealand,NO,YES
AHS2017_M,NATVTY8,NATVTY,C,523,Tonga,NO,YES
AHS2017_M,NATVTY8,NATVTY,C,527,Samoa,NO,YES
AHS2017_M,NATVTY8,NATVTY,C,555,Elsewhere,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,057,United States,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,060,American Samoa,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,066,Guam,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,069,Northern Marianas,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,073,Puerto Rico,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,078,U.S. Virgin Islands,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,100,Albania,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,102,Austria,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,103,Belgium,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,104,Bulgaria,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,105,Czechoslovakia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,106,Denmark,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,108,Finland,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,109,France,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,110,Germany,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,116,Greece,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,117,Hungary,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,119,Ireland,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,120,Italy,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,126,Netherlands,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,127,Norway,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,128,Poland,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,129,Portugal,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,130,Azores,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,132,Romania,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,134,Spain,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,136,Sweden,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,137,Switzerland,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,138,United Kingdom,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,139,England,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,140,Scotland,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,142,Northern Ireland,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,147,Yugoslavia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,148,Czech Republic,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,149,Slovakia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,150,Bosnia & Herzegovina,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,151,Croatia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,152,Macedonia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,154,Serbia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,155,Estonia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,156,Latvia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,157,Lithuania,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,158,Armenia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,159,Azerbaijan,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,160,Belarus,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,161,Georgia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,162,Moldova,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,163,Russia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,164,Ukraine,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,165,USSR,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,166,"Europe, not specified",NO,YES
AHS2017_M,NATVTY9,NATVTY,C,168,Montenegro,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,200,Afghanistan,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,202,Bangladesh,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,203,Bhutan,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,205,Myanmar (Burma),NO,YES
AHS2017_M,NATVTY9,NATVTY,C,206,Cambodia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,207,China,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,209,Hong Kong,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,210,India,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,211,Indonesia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,212,Iran,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,213,Iraq,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,214,Israel,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,215,Japan,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,216,Jordan,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,217,Korea,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,218,Kazakhstan,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,220,South Korea,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,222,Kuwait,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,223,Laos,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,224,Lebanon,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,226,Malaysia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,228,Mongolia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,229,Nepal,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,231,Pakistan,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,233,Philippines,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,235,Saudi Arabia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,236,Singapore,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,238,Sri Lanka,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,239,Syria,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,240,Taiwan,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,242,Thailand,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,243,Turkey,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,245,United Arab Emirates,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,246,Uzbekistan,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,247,Vietnam,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,248,Yemen,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,249,"Asia, not specified",NO,YES
AHS2017_M,NATVTY9,NATVTY,C,300,Bermuda,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,301,Canada,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,303,Mexico,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,310,Belize,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,311,Costa Rica,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,312,El Salvador,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,313,Guatemala,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,314,Honduras,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,315,Nicaragua,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,316,Panama,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,321,Antigua and Barbuda,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,323,Bahamas,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,324,Barbados,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,327,Cuba,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,328,Dominica,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,329,Dominican Republic,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,330,Grenada,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,332,Haiti,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,333,Jamaica,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,338,St. Kitts--Nevis,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,339,St. Lucia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,340,St. Vincent and the Grenadines,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,341,Trinidad and Tobago,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,343,"West Indies, not specified",NO,YES
AHS2017_M,NATVTY9,NATVTY,C,360,Argentina,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,361,Bolivia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,362,Brazil,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,363,Chile,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,364,Columbia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,365,Ecuador,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,368,Guyana,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,369,Paraguay,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,370,Peru,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,372,Uruguay,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,373,Venezuela,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,374,"South America, not specified",NO,YES
AHS2017_M,NATVTY9,NATVTY,C,399,"Americas, not specified",NO,YES
AHS2017_M,NATVTY9,NATVTY,C,400,Algeria,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,407,Cameroon,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,408,Cape Verde,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,412,Congo,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,414,Egypt,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,416,Ethiopia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,417,Eritrea,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,421,Ghana,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,423,Guinea,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,425,Ivory Coast,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,427,Kenya,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,429,Liberia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,430,Libya,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,436,Morocco,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,440,Nigeria,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,444,Senegal,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,447,Sierra Leone,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,448,Somalia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,449,South Africa,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,451,Sudan,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,453,Tanzania,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,454,Togo,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,457,Uganda,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,459,Zaire,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,460,Zambia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,461,Zimbabwe,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,462,"Africa, not specified",NO,YES
AHS2017_M,NATVTY9,NATVTY,C,501,Australia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,508,Fiji,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,511,Marshall Islands,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,512,Micronesia,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,515,New Zealand,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,523,Tonga,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,527,Samoa,NO,YES
AHS2017_M,NATVTY9,NATVTY,C,555,Elsewhere,NO,YES
AHS2017_M,NEARABAND,NEARABAND,C,1,Not more than one vandalized or abandoned building,NO,YES
AHS2017_M,NEARABAND,NEARABAND,C,2,More than one vandalized or abandoned building,NO,YES
AHS2017_M,NEARABAND,NEARABAND,C,3,There are no vandalized or abandoned buildings,NO,YES
AHS2017_M,NEARABAND,NEARABAND,C,4,No buildings nearby,NO,YES
AHS2017_M,NEARABAND,NEARABAND,C,M,Not reported,NO,YES
AHS2017_M,NEARABAND,NEARABAND,C,N,Not applicable,NO,YES
AHS2017_M,NEARBARCL,NEARBARCL,C,1,Not more than one building with metal bars,NO,YES
AHS2017_M,NEARBARCL,NEARBARCL,C,2,More than one building with metal bars,NO,YES
AHS2017_M,NEARBARCL,NEARBARCL,C,3,No buildings with metal bars,NO,YES
AHS2017_M,NEARBARCL,NEARBARCL,C,M,Not reported,NO,YES
AHS2017_M,NEARBARCL,NEARBARCL,C,N,Not applicable,NO,YES
AHS2017_M,NEARTRASH,NEARTRASH,C,1,Small amount of trash,NO,YES
AHS2017_M,NEARTRASH,NEARTRASH,C,2,Large amount of trash,NO,YES
AHS2017_M,NEARTRASH,NEARTRASH,C,3,No trash,NO,YES
AHS2017_M,NEARTRASH,NEARTRASH,C,M,Not reported,NO,YES
AHS2017_M,NEARTRASH,NEARTRASH,C,N,Not applicable,NO,YES
AHS2017_M,NHQPCRIME,NHQPCRIME,C,1,Agree,NO,YES
AHS2017_M,NHQPCRIME,NHQPCRIME,C,2,Disagree,NO,YES
AHS2017_M,NHQPCRIME,NHQPCRIME,C,M,Not reported,NO,YES
AHS2017_M,NHQPCRIME,NHQPCRIME,C,N,Not applicable,NO,YES
AHS2017_M,NHQPUBTRN,NHQPUBTRN,C,1,Agree,NO,YES
AHS2017_M,NHQPUBTRN,NHQPUBTRN,C,2,Disagree,NO,YES
AHS2017_M,NHQPUBTRN,NHQPUBTRN,C,M,Not reported,NO,YES
AHS2017_M,NHQPUBTRN,NHQPUBTRN,C,N,Not applicable,NO,YES
AHS2017_M,NHQRISK,NHQRISK,C,1,Agree,NO,YES
AHS2017_M,NHQRISK,NHQRISK,C,2,Disagree,NO,YES
AHS2017_M,NHQRISK,NHQRISK,C,M,Not reported,NO,YES
AHS2017_M,NHQRISK,NHQRISK,C,N,Not applicable,NO,YES
AHS2017_M,NHQSCHOOL,NHQSCHOOL,C,1,Agree,NO,YES
AHS2017_M,NHQSCHOOL,NHQSCHOOL,C,2,Disagree,NO,YES
AHS2017_M,NHQSCHOOL,NHQSCHOOL,C,M,Not reported,NO,YES
AHS2017_M,NHQSCHOOL,NHQSCHOOL,C,N,Not applicable,NO,YES
AHS2017_M,NHQSCRIME,NHQSCRIME,C,1,Agree,NO,YES
AHS2017_M,NHQSCRIME,NHQSCRIME,C,2,Disagree,NO,YES
AHS2017_M,NHQSCRIME,NHQSCRIME,C,M,Not reported,NO,YES
AHS2017_M,NHQSCRIME,NHQSCRIME,C,N,Not applicable,NO,YES
AHS2017_M,NORC,NORC,C,1,Yes,NO,YES
AHS2017_M,NORC,NORC,C,2,No,NO,YES
AHS2017_M,NORC,NORC,C,M,Not reported,NO,YES
AHS2017_M,NORC,NORC,C,N,Not applicable,NO,YES
AHS2017_M,NOSTEP,NOSTEP,C,1,Yes,NO,YES
AHS2017_M,NOSTEP,NOSTEP,C,2,No,NO,YES
AHS2017_M,NOSTEP,NOSTEP,C,M,Not reported,NO,YES
AHS2017_M,NOTOIL,NOTOIL,C,1,Yes,NO,YES
AHS2017_M,NOTOIL,NOTOIL,C,2,No,NO,YES
AHS2017_M,NOTOIL,NOTOIL,C,M,Not reported,NO,YES
AHS2017_M,NOTOIL,NOTOIL,C,N,Not applicable,NO,YES
AHS2017_M,NOTOILFREQ,NOTOILFREQ,N,0,Never broke down for 6 hours,NO,YES
AHS2017_M,NOTOILFREQ,NOTOILFREQ,N,8,Eight or more breakdowns lasting 6 hours or more,NO,YES
AHS2017_M,NOTOILFREQ,NOTOILFREQ,N,.M,Not reported,NO,YES
AHS2017_M,NOTOILFREQ,NOTOILFREQ,N,.N,Not applicable,NO,YES
AHS2017_M,NOWAT,NOWAT,C,1,Yes,NO,YES
AHS2017_M,NOWAT,NOWAT,C,2,No,NO,YES
AHS2017_M,NOWAT,NOWAT,C,M,Not reported,NO,YES
AHS2017_M,NOWAT,NOWAT,C,N,Not applicable,NO,YES
AHS2017_M,NOWATFREQ,NOWATFREQ,C,0,Never broke down for 6 hours,NO,YES
AHS2017_M,NOWATFREQ,NOWATFREQ,C,8,Eight or more breakdowns lasting 6 hours or more,NO,YES
AHS2017_M,NOWATFREQ,NOWATFREQ,C,M,Not reported,NO,YES
AHS2017_M,NOWATFREQ,NOWATFREQ,C,N,Not applicable,NO,YES
AHS2017_M,NOWIRE,NOWIRE,C,1,Concealed,NO,YES
AHS2017_M,NOWIRE,NOWIRE,C,2,Exposed,NO,YES
AHS2017_M,NOWIRE,NOWIRE,C,3,No electrical wiring,NO,YES
AHS2017_M,NOWIRE,NOWIRE,C,N,Not applicable,NO,YES
AHS2017_M,NRATE,NRATE,C,1,Better,NO,YES
AHS2017_M,NRATE,NRATE,C,2,Worse,NO,YES
AHS2017_M,NRATE,NRATE,C,3,About the same,NO,YES
AHS2017_M,NRATE,NRATE,C,4,Same neighborhood,NO,YES
AHS2017_M,NRATE,NRATE,C,M,Not reported,NO,YES
AHS2017_M,NRATE,NRATE,C,N,Not applicable,NO,YES
AHS2017_M,NUMADULTS,NUMADULTS,N,11,11 or more,NO,YES
AHS2017_M,NUMADULTS,NUMADULTS,N,.N,Not applicable,NO,YES
AHS2017_M,NUMCARE,NUMCARE,C,1,No one has this disability,NO,YES
AHS2017_M,NUMCARE,NUMCARE,C,2,One person has this disability,NO,YES
AHS2017_M,NUMCARE,NUMCARE,C,3,2 or more have this disability,NO,YES
AHS2017_M,NUMCARE,NUMCARE,C,M,Not reported,NO,YES
AHS2017_M,NUMCARE,NUMCARE,C,N,Not applicable,NO,YES
AHS2017_M,NUMELDERS,NUMELDERS,N,30,30 or more people,NO,YES
AHS2017_M,NUMELDERS,NUMELDERS,N,.N,Not applicable,NO,YES
AHS2017_M,NUMERRND,NUMERRND,C,1,No one has this disability,NO,YES
AHS2017_M,NUMERRND,NUMERRND,C,2,One person has this disability,NO,YES
AHS2017_M,NUMERRND,NUMERRND,C,3,2 or more have this disability,NO,YES
AHS2017_M,NUMERRND,NUMERRND,C,M,Not reported,NO,YES
AHS2017_M,NUMERRND,NUMERRND,C,N,Not applicable,NO,YES
AHS2017_M,NUMHEAR,NUMHEAR,C,1,No one has this disability,NO,YES
AHS2017_M,NUMHEAR,NUMHEAR,C,2,One person has this disability,NO,YES
AHS2017_M,NUMHEAR,NUMHEAR,C,3,2 or more have this disability,NO,YES
AHS2017_M,NUMHEAR,NUMHEAR,C,M,Not reported,NO,YES
AHS2017_M,NUMHEAR,NUMHEAR,C,N,Not applicable,NO,YES
AHS2017_M,NUMMEMRY,NUMMEMRY,C,1,No one has this disability,NO,YES
AHS2017_M,NUMMEMRY,NUMMEMRY,C,2,One person has this disability,NO,YES
AHS2017_M,NUMMEMRY,NUMMEMRY,C,3,2 or more have this disability,NO,YES
AHS2017_M,NUMMEMRY,NUMMEMRY,C,M,Not reported,NO,YES
AHS2017_M,NUMMEMRY,NUMMEMRY,C,N,Not applicable,NO,YES
AHS2017_M,NUMNONREL,NUMNONREL,N,30,30 or more people,NO,YES
AHS2017_M,NUMNONREL,NUMNONREL,N,.N,Not applicable,NO,YES
AHS2017_M,NUMPEOPLE,NUMPEOPLE,N,30,30 or more people,NO,YES
AHS2017_M,NUMPEOPLE,NUMPEOPLE,N,.N,Not applicable,NO,YES
AHS2017_M,NUMSEE,NUMSEE,C,1,No one has this disability,NO,YES
AHS2017_M,NUMSEE,NUMSEE,C,2,One person has this disability,NO,YES
AHS2017_M,NUMSEE,NUMSEE,C,3,2 or more have this disability,NO,YES
AHS2017_M,NUMSEE,NUMSEE,C,M,Not reported,NO,YES
AHS2017_M,NUMSEE,NUMSEE,C,N,Not applicable,NO,YES
AHS2017_M,NUMWALK,NUMWALK,C,1,No one has this disability,NO,YES
AHS2017_M,NUMWALK,NUMWALK,C,2,One person has this disability,NO,YES
AHS2017_M,NUMWALK,NUMWALK,C,3,2 or more have this disability,NO,YES
AHS2017_M,NUMWALK,NUMWALK,C,M,Not reported,NO,YES
AHS2017_M,NUMWALK,NUMWALK,C,N,Not applicable,NO,YES
AHS2017_M,OCCAPRIL,OCCAPRIL,C,1,Yes,NO,YES
AHS2017_M,OCCAPRIL,OCCAPRIL,C,2,No,NO,YES
AHS2017_M,OCCAPRIL,OCCAPRIL,C,N,Not applicable,NO,YES
AHS2017_M,OCCAUGUST,OCCAUGUST,C,1,Yes,NO,YES
AHS2017_M,OCCAUGUST,OCCAUGUST,C,2,No,NO,YES
AHS2017_M,OCCAUGUST,OCCAUGUST,C,N,Not applicable,NO,YES
AHS2017_M,OCCDECEM,OCCDECEM,C,1,Yes,NO,YES
AHS2017_M,OCCDECEM,OCCDECEM,C,2,No,NO,YES
AHS2017_M,OCCDECEM,OCCDECEM,C,N,Not applicable,NO,YES
AHS2017_M,OCCFEBRU,OCCFEBRU,C,1,Yes,NO,YES
AHS2017_M,OCCFEBRU,OCCFEBRU,C,2,No,NO,YES
AHS2017_M,OCCFEBRU,OCCFEBRU,C,N,Not applicable,NO,YES
AHS2017_M,OCCJANUR,OCCJANUR,C,1,Yes,NO,YES
AHS2017_M,OCCJANUR,OCCJANUR,C,2,No,NO,YES
AHS2017_M,OCCJANUR,OCCJANUR,C,N,Not applicable,NO,YES
AHS2017_M,OCCJULY,OCCJULY,C,1,Yes,NO,YES
AHS2017_M,OCCJULY,OCCJULY,C,2,No,NO,YES
AHS2017_M,OCCJULY,OCCJULY,C,N,Not applicable,NO,YES
AHS2017_M,OCCJUNE,OCCJUNE,C,1,Yes,NO,YES
AHS2017_M,OCCJUNE,OCCJUNE,C,2,No,NO,YES
AHS2017_M,OCCJUNE,OCCJUNE,C,N,Not applicable,NO,YES
AHS2017_M,OCCMARCH,OCCMARCH,C,1,Yes,NO,YES
AHS2017_M,OCCMARCH,OCCMARCH,C,2,No,NO,YES
AHS2017_M,OCCMARCH,OCCMARCH,C,N,Not applicable,NO,YES
AHS2017_M,OCCMAY,OCCMAY,C,1,Yes,NO,YES
AHS2017_M,OCCMAY,OCCMAY,C,2,No,NO,YES
AHS2017_M,OCCMAY,OCCMAY,C,N,Not applicable,NO,YES
AHS2017_M,OCCNOVEM,OCCNOVEM,C,1,Yes,NO,YES
AHS2017_M,OCCNOVEM,OCCNOVEM,C,2,No,NO,YES
AHS2017_M,OCCNOVEM,OCCNOVEM,C,N,Not applicable,NO,YES
AHS2017_M,OCCOCTOB,OCCOCTOB,C,1,Yes,NO,YES
AHS2017_M,OCCOCTOB,OCCOCTOB,C,2,No,NO,YES
AHS2017_M,OCCOCTOB,OCCOCTOB,C,N,Not applicable,NO,YES
AHS2017_M,OCCSEPTEM,OCCSEPTEM,C,1,Yes,NO,YES
AHS2017_M,OCCSEPTEM,OCCSEPTEM,C,2,No,NO,YES
AHS2017_M,OCCSEPTEM,OCCSEPTEM,C,N,Not applicable,NO,YES
AHS2017_M,OCCYRRND,OCCYRRND,C,1,Yes,NO,YES
AHS2017_M,OCCYRRND,OCCYRRND,C,2,No,NO,YES
AHS2017_M,OCCYRRND,OCCYRRND,C,N,Not applicable,NO,YES
AHS2017_M,OILAMT,OILAMT,N,0,Unit does not use fuel oil,NO,YES
AHS2017_M,OILAMT,OILAMT,N,1,Vacant home: billed separately,NO,YES
AHS2017_M,OILAMT,OILAMT,N,2,"Occupied or vacant home: included in the rent, site rent, condo fee, other fee, or other utility bill",NO,YES
AHS2017_M,OILAMT,OILAMT,N,3,Occupied home: provided free of charge,NO,YES
AHS2017_M,OILAMT,OILAMT,N,833,$833 or more,NO,YES
AHS2017_M,OILAMT,OILAMT,N,.N,Not applicable,NO,YES
AHS2017_M,OIP1,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2017_M,OIP1,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2017_M,OIP1,OIP,N,.N,Not applicable,NO,YES
AHS2017_M,OIP10,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2017_M,OIP10,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2017_M,OIP10,OIP,N,.N,Not applicable,NO,YES
AHS2017_M,OIP11,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2017_M,OIP11,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2017_M,OIP11,OIP,N,.N,Not applicable,NO,YES
AHS2017_M,OIP12,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2017_M,OIP12,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2017_M,OIP12,OIP,N,.N,Not applicable,NO,YES
AHS2017_M,OIP13,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2017_M,OIP13,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2017_M,OIP13,OIP,N,.N,Not applicable,NO,YES
AHS2017_M,OIP14,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2017_M,OIP14,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2017_M,OIP14,OIP,N,.N,Not applicable,NO,YES
AHS2017_M,OIP15,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2017_M,OIP15,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2017_M,OIP15,OIP,N,.N,Not applicable,NO,YES
AHS2017_M,OIP16,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2017_M,OIP16,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2017_M,OIP16,OIP,N,.N,Not applicable,NO,YES
AHS2017_M,OIP17,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2017_M,OIP17,OIP,N,9999998,"$9,999,998 or more",NO,YES
AHS2017_M,OIP17,OIP,N,.N,Not applicable,NO,YES
AHS2017_M,OIP18,OIP,N,0,"Does not receive income from alimony, worker's compensation or other",NO,YES
AHS2017_M,OIP18,OIP,N,9999998,"$9,999,998 or more",NO,YES
